programa_id,periodo,anio,mes_num,mes_nombre,tema,es_tema_nucleo,eventos,personas
fortalecimiento_municipal,2026-01,2026,1,Enero,Cumplimiento legal ambiental y saneamiento,True,1,5.0
fortalecimiento_municipal,2026-01,2026,1,Enero,Saneamiento ambiental,False,1,5.0
fortalecimiento_municipal,2026-04,2026,4,Abril,Cumplimiento legal ambiental y saneamiento,True,2,6.0
fortalecimiento_municipal,2026-04,2026,4,Abril,SNIP · Sistema Nacional de Inversión Pública,True,1,3.0
fortalecimiento_municipal,2026-04,2026,4,Abril,Saneamiento ambiental,False,2,6.0
fortalecimiento_municipal,2026-06,2026,6,Junio,Cumplimiento legal ambiental,False,2,53.0
fortalecimiento_municipal,2026-06,2026,6,Junio,Cumplimiento legal ambiental y saneamiento,True,3,55.0
fortalecimiento_municipal,2026-06,2026,6,Junio,Recolección digital de datos,True,1,2.0
fortalecimiento_municipal,2026-06,2026,6,Junio,Saneamiento ambiental,False,1,2.0
