record_key,programa,anio,mes_num,mes,zona,territorio,tipo_operacion,mujeres_activas,mujeres_actividades,mujeres_comercializacion,mujeres_comercializacion_no_inscritas,mujeres_inscritas_total,mujeres_nuevas_inscritas,materiales_lideresas_qq,materiales_municipalidad_qq,total_materiales_qq,ingreso_bruto_lideresas,gasto_transporte,pago_coop_lideresas,ingreso_neto_lideresas,ingreso_bruto_municipalidad,pago_coop_municipalidad,ingreso_neto_municipalidad,ingreso_bruto_total,ingreso_neto_total_territorio,ingreso_neto_cooperativa,horas_trabajadas_lideresas,ingreso_diario_lideresa,pet_qq,vidrio_cerveza_gronn_unid,vidrio_vino_gronn_unid,vidrio_cerveza_surusic_unid,vidrio_vino_surusic_unid,vidrio_peso_qq,vidrio_total_qq,ingreso_pet,ingreso_vidrio_peso,ingreso_vidrio_gronn,ingreso_vidrio_surusic
ATITLAN_RECICLA|2026|10|Tzununá,atitlan_recicla,2026,10,OCT,Las Lagunas,Tzununá,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|10|San Andrés Semetabaj,atitlan_recicla,2026,10,OCT,Tzolojya,San Andrés Semetabaj,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
ATITLAN_RECICLA|2026|10|Santa Clara La Laguna,atitlan_recicla,2026,10,OCT,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
ATITLAN_RECICLA|2026|10|Santa Lucía Utatlán,atitlan_recicla,2026,10,OCT,Tzolojya,Santa Lucía Utatlán,mujeres_y_muni,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
ATITLAN_RECICLA|2026|10|Santa María Visitación,atitlan_recicla,2026,10,OCT,Tzolojya,Santa María Visitación,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|10|Sololá,atitlan_recicla,2026,10,OCT,Tzolojya,Sololá,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|10|San Lucas Tolimán,atitlan_recicla,2026,10,OCT,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|10|Santiago Atitlán,atitlan_recicla,2026,10,OCT,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,6.0,0.0,6.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Panajachel,atitlan_recicla,2026,11,NOV,Kaqchikel,Panajachel,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|San Antonio Palopó,atitlan_recicla,2026,11,NOV,Kaqchikel,San Antonio Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|San Juan La Laguna,atitlan_recicla,2026,11,NOV,Kaqchikel,San Juan La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Santa Catarina Palopó,atitlan_recicla,2026,11,NOV,Kaqchikel,Santa Catarina Palopó,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Jaibalito,atitlan_recicla,2026,11,NOV,Las Lagunas,Jaibalito,mujeres,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|San Marcos La Laguna,atitlan_recicla,2026,11,NOV,Las Lagunas,San Marcos La Laguna,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Santa Cruz La Laguna,atitlan_recicla,2026,11,NOV,Las Lagunas,Santa Cruz La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Tzununá,atitlan_recicla,2026,11,NOV,Las Lagunas,Tzununá,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|San Andrés Semetabaj,atitlan_recicla,2026,11,NOV,Tzolojya,San Andrés Semetabaj,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Santa Clara La Laguna,atitlan_recicla,2026,11,NOV,Tzolojya,Santa Clara La Laguna,mujeres,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Santa Lucía Utatlán,atitlan_recicla,2026,11,NOV,Tzolojya,Santa Lucía Utatlán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Santa María Visitación,atitlan_recicla,2026,11,NOV,Tzolojya,Santa María Visitación,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Sololá,atitlan_recicla,2026,11,NOV,Tzolojya,Sololá,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|San Lucas Tolimán,atitlan_recicla,2026,11,NOV,Zona Sur,San Lucas Tolimán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
ATITLAN_RECICLA|2026|11|Santiago Atitlán,atitlan_recicla,2026,11,NOV,Zona Sur,Santiago Atitlán,mujeres_y_muni,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
